file,nI,nJ,nK,nL,tI,tJ,seed,kstar,md5
kstar_nI20_nJ20_nK50_nL5_tI5_tJ5_s1.txt,20,20,50,5,5,5,1,10,3984eff08e46d2eb09d94eea2313f68d
kstar_nI20_nJ20_nK50_nL5_tI5_tJ5_s2.txt,20,20,50,5,5,5,2,10,28fce732351bcbd2f0d315359db5347e
kstar_nI20_nJ20_nK50_nL5_tI5_tJ5_s3.txt,20,20,50,5,5,5,3,10,a627f45c7d381a0406ed366a565729ea
kstar_nI20_nJ20_nK50_nL5_tI5_tJ5_s4.txt,20,20,50,5,5,5,4,10,e71698f9fea4eb247b1b68df28dcd5e2
kstar_nI20_nJ20_nK50_nL5_tI5_tJ5_s5.txt,20,20,50,5,5,5,5,10,6bfe7d7e0d720b905603317235a5e347
kstar_nI20_nJ20_nK50_nL5_tI6_tJ6_s1.txt,20,20,50,5,6,6,1,12,3c3f7872381cd170bcb3727ba6b6c2c7
kstar_nI20_nJ20_nK50_nL5_tI6_tJ6_s2.txt,20,20,50,5,6,6,2,12,2966ecff87f0d614c752536c77564cae
kstar_nI20_nJ20_nK50_nL5_tI6_tJ6_s3.txt,20,20,50,5,6,6,3,12,b1a210520abececdbc475e132099b613
kstar_nI20_nJ20_nK50_nL5_tI6_tJ6_s4.txt,20,20,50,5,6,6,4,12,dc7bc81db8b0745be719dadfa4444d2a
kstar_nI20_nJ20_nK50_nL5_tI6_tJ6_s5.txt,20,20,50,5,6,6,5,12,de0544493fec41288249e4c47a59ca28
kstar_nI20_nJ20_nK50_nL10_tI2_tJ2_s1.txt,20,20,50,10,2,2,1,4,5ef676dd605577ec806bbacbf3c72117
kstar_nI20_nJ20_nK50_nL10_tI2_tJ2_s2.txt,20,20,50,10,2,2,2,4,23fd9013d333ee540707abf49f36b75d
kstar_nI20_nJ20_nK50_nL10_tI2_tJ2_s3.txt,20,20,50,10,2,2,3,4,2e50c437f0feca2fce1d1d39ae32cee6
kstar_nI20_nJ20_nK50_nL10_tI2_tJ2_s4.txt,20,20,50,10,2,2,4,4,f03aa187230d3d3a627fced4b76ebc29
kstar_nI20_nJ20_nK50_nL10_tI2_tJ2_s5.txt,20,20,50,10,2,2,5,4,7a0cf556a140ba68f6ca433fef5855ab
kstar_nI20_nJ20_nK50_nL10_tI3_tJ3_s1.txt,20,20,50,10,3,3,1,6,0d3b8f8a93215dccab9664b162093b4f
kstar_nI20_nJ20_nK50_nL10_tI3_tJ3_s2.txt,20,20,50,10,3,3,2,6,3fa9559b260e1b6aa3426cabd92ec447
kstar_nI20_nJ20_nK50_nL10_tI3_tJ3_s3.txt,20,20,50,10,3,3,3,6,9c844034f39925341f53328652eb72c3
kstar_nI20_nJ20_nK50_nL10_tI3_tJ3_s4.txt,20,20,50,10,3,3,4,6,4d20da07a342384568ad8215eb57db36
kstar_nI20_nJ20_nK50_nL10_tI3_tJ3_s5.txt,20,20,50,10,3,3,5,6,29631f3017ec5778d6114195f4e7be85
kstar_nI20_nJ20_nK50_nL10_tI4_tJ4_s1.txt,20,20,50,10,4,4,1,8,92acf1c40de4672e9db4651807ebca5e
kstar_nI20_nJ20_nK50_nL10_tI4_tJ4_s2.txt,20,20,50,10,4,4,2,8,f247be701fdaef07f311941670290517
kstar_nI20_nJ20_nK50_nL10_tI4_tJ4_s3.txt,20,20,50,10,4,4,3,8,ef814bb74a650e8139ae99de0bfa2230
kstar_nI20_nJ20_nK50_nL10_tI4_tJ4_s4.txt,20,20,50,10,4,4,4,8,e77ca97a0711a6a516fab9902b745f2c
kstar_nI20_nJ20_nK50_nL10_tI4_tJ4_s5.txt,20,20,50,10,4,4,5,8,fbfe81ef5a469051320d521b082c1b29
kstar_nI20_nJ20_nK50_nL10_tI5_tJ5_s1.txt,20,20,50,10,5,5,1,10,0df5e5fc17c16a2241054e9cddba6705
kstar_nI20_nJ20_nK50_nL10_tI5_tJ5_s2.txt,20,20,50,10,5,5,2,10,fb7e9511628ebf5b4a39ff10ce8c1d0a
kstar_nI20_nJ20_nK50_nL10_tI5_tJ5_s3.txt,20,20,50,10,5,5,3,10,0b5f712f74c42fd6753ae4862af2413d
kstar_nI20_nJ20_nK50_nL10_tI5_tJ5_s4.txt,20,20,50,10,5,5,4,10,2385f8e2b8a419369d47995b9d191786
kstar_nI20_nJ20_nK50_nL10_tI5_tJ5_s5.txt,20,20,50,10,5,5,5,10,ec4a4467f0fc4977f743584e6c7ae1d9
kstar_nI20_nJ20_nK50_nL10_tI6_tJ6_s1.txt,20,20,50,10,6,6,1,12,ea3969e0886c5fec01348f91afca79d7
kstar_nI20_nJ20_nK50_nL10_tI6_tJ6_s2.txt,20,20,50,10,6,6,2,12,2125e79d56cf587421c85151c5856144
kstar_nI20_nJ20_nK50_nL10_tI6_tJ6_s3.txt,20,20,50,10,6,6,3,12,ddd63def52d8865f0b0792a09852aee1
kstar_nI20_nJ20_nK50_nL10_tI6_tJ6_s4.txt,20,20,50,10,6,6,4,12,77698e8b680e4c9e29a9aa7fe931e0f9
kstar_nI20_nJ20_nK50_nL10_tI6_tJ6_s5.txt,20,20,50,10,6,6,5,12,7a0f3f688cfb807d892898ddbb365e14
kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s1.txt,20,20,100,5,2,2,1,4,7b5b0114f8074b04c98130589470aac2
kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s2.txt,20,20,100,5,2,2,2,4,bf3bdc969e6ae5b9f4098c13a8cac6ea
kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s3.txt,20,20,100,5,2,2,3,4,8219732333ca05684b2ac01e37fcdd07
kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s4.txt,20,20,100,5,2,2,4,4,1c8bee9fb52d0a3b877976b205f4cd19
kstar_nI20_nJ20_nK100_nL5_tI2_tJ2_s5.txt,20,20,100,5,2,2,5,4,af4691f10bdb69d798a5361417b208ef
kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s1.txt,20,20,100,5,3,3,1,6,eba9f6a1cc8b007b005add7473de13a6
kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s2.txt,20,20,100,5,3,3,2,6,fae48688735178c08b3549f40328c5b4
kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s3.txt,20,20,100,5,3,3,3,6,0a6782920e557ea87ad1cc4adae490ba
kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s4.txt,20,20,100,5,3,3,4,6,b3d31d527390482c2d0bef732bfa0e59
kstar_nI20_nJ20_nK100_nL5_tI3_tJ3_s5.txt,20,20,100,5,3,3,5,6,6a7eb9c8ee513e4f906cec95c203321b
kstar_nI20_nJ20_nK100_nL5_tI4_tJ4_s1.txt,20,20,100,5,4,4,1,8,087e06396c6ffcec8e24fcbb6f09a984
kstar_nI20_nJ20_nK100_nL5_tI4_tJ4_s2.txt,20,20,100,5,4,4,2,8,4f5cab64e404d1e13350d964493334f5
kstar_nI20_nJ20_nK100_nL5_tI4_tJ4_s3.txt,20,20,100,5,4,4,3,8,4bbf790127bb34853e4940fafa02f0a5
kstar_nI20_nJ20_nK100_nL5_tI4_tJ4_s4.txt,20,20,100,5,4,4,4,8,5a2b3a4280beba3d970ace2f2d6a55bd
kstar_nI20_nJ20_nK100_nL5_tI4_tJ4_s5.txt,20,20,100,5,4,4,5,8,c6f119dedf739e93b8a180682a3a3610
kstar_nI20_nJ20_nK100_nL5_tI5_tJ5_s1.txt,20,20,100,5,5,5,1,10,3ead80e11822c0de8477f5e894ed3414
kstar_nI20_nJ20_nK100_nL5_tI5_tJ5_s2.txt,20,20,100,5,5,5,2,10,bf346c2eea6334a6132b1cb65dfdf5ee
kstar_nI20_nJ20_nK100_nL5_tI5_tJ5_s3.txt,20,20,100,5,5,5,3,10,30baf157dfbc16049a5b65854e3a8e43
kstar_nI20_nJ20_nK100_nL5_tI5_tJ5_s4.txt,20,20,100,5,5,5,4,10,65b2e115b12e6c47d2b94d2802d8bba8
kstar_nI20_nJ20_nK100_nL5_tI5_tJ5_s5.txt,20,20,100,5,5,5,5,10,ca4d7ec11dfb1c6e9a76239d44d1612b
kstar_nI20_nJ20_nK100_nL5_tI6_tJ6_s1.txt,20,20,100,5,6,6,1,12,82511af506a48593c2300bb39f619375
kstar_nI20_nJ20_nK100_nL5_tI6_tJ6_s2.txt,20,20,100,5,6,6,2,12,db5106e146a8d48d5b815d76406cefc1
kstar_nI20_nJ20_nK100_nL5_tI6_tJ6_s3.txt,20,20,100,5,6,6,3,12,0cf4ed9504bd01df2b944689a06cd21b
kstar_nI20_nJ20_nK100_nL5_tI6_tJ6_s4.txt,20,20,100,5,6,6,4,12,a38c0a21e027fc08fe6a5162e222f54b
kstar_nI20_nJ20_nK100_nL5_tI6_tJ6_s5.txt,20,20,100,5,6,6,5,12,d8a0537ad4e5084ca8450abc4063eb02
kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s1.txt,20,20,100,10,2,2,1,4,0789434acbb8e11526baae9b20064956
kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s2.txt,20,20,100,10,2,2,2,4,86c46d0e0d82e281e20f716c604018f1
kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s3.txt,20,20,100,10,2,2,3,4,46da5f3ea6e1e6d13d177dc001905b16
kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s4.txt,20,20,100,10,2,2,4,4,6921e44550bbefd752241cf96c4c2f8a
kstar_nI20_nJ20_nK100_nL10_tI2_tJ2_s5.txt,20,20,100,10,2,2,5,4,91228ca869b49a1aea1111714a0e2b53
kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s1.txt,20,20,100,10,3,3,1,6,e4af644c0b0f8de419495143c8903391
kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s2.txt,20,20,100,10,3,3,2,6,2956513a062b6c931e4e84b65e595413
kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s3.txt,20,20,100,10,3,3,3,6,d59bb549f0c8dcf14a5ffda7c863ed6c
kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s4.txt,20,20,100,10,3,3,4,6,de63f55180cdca7ba99d97f32245cf5c
kstar_nI20_nJ20_nK100_nL10_tI3_tJ3_s5.txt,20,20,100,10,3,3,5,6,f2d7f5126b5931af0fe353943a1e2403
kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s1.txt,20,20,100,10,4,4,1,8,cf07a249b7fbb5d0b869874bbb4a4a6a
kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s2.txt,20,20,100,10,4,4,2,8,3e64cff725e5e87b2196af4c1ddddac7
kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s3.txt,20,20,100,10,4,4,3,8,10a6e5eede18fb322b02508ecb4fd263
kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s4.txt,20,20,100,10,4,4,4,8,41a5cf782cce098a3918211ab1aab5cb
kstar_nI20_nJ20_nK100_nL10_tI4_tJ4_s5.txt,20,20,100,10,4,4,5,8,130682f5e1fa165369499d95843a2af5
kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s1.txt,20,20,100,10,5,5,1,10,1549a604d98648e24f580f788a24587e
kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s2.txt,20,20,100,10,5,5,2,10,e501abf002ebd54e3ebe565487d675ac
kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s3.txt,20,20,100,10,5,5,3,10,d7a65214dfa8e5a88103920e219913de
kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s4.txt,20,20,100,10,5,5,4,10,d50e26a8e89a385a70b2c688aa7642cc
kstar_nI20_nJ20_nK100_nL10_tI5_tJ5_s5.txt,20,20,100,10,5,5,5,10,967793b0fd0cf35a08466dd84821830a
kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s1.txt,20,20,100,10,6,6,1,12,437c807c2eff526e921d8cbf6d9d5ef5
kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s2.txt,20,20,100,10,6,6,2,12,1aca82b50f9f7735097289032c31cda6
kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s3.txt,20,20,100,10,6,6,3,12,8a192d564990ed700c6e47864987f2fa
kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s4.txt,20,20,100,10,6,6,4,12,f765c44da611b07bfda13f4911b899b9
kstar_nI20_nJ20_nK100_nL10_tI6_tJ6_s5.txt,20,20,100,10,6,6,5,12,35da25b85b6eb710c51e045a46cd47d9
kstar_nI20_nJ40_nK50_nL5_tI2_tJ2_s1.txt,20,40,50,5,2,2,1,4,19c5fc8dada45af00725519293d7b8ed
kstar_nI20_nJ40_nK50_nL5_tI2_tJ2_s2.txt,20,40,50,5,2,2,2,4,fc90512c3f5ab22aa28275e091c01169
kstar_nI20_nJ40_nK50_nL5_tI2_tJ2_s3.txt,20,40,50,5,2,2,3,4,09d71654b44c6ecc80c3b540caa2de8a
kstar_nI20_nJ40_nK50_nL5_tI2_tJ2_s4.txt,20,40,50,5,2,2,4,4,7b004f21a8c2cc8fc8b6ddc3e82f957d
kstar_nI20_nJ40_nK50_nL5_tI2_tJ2_s5.txt,20,40,50,5,2,2,5,4,77007e13af4be6f268c5cf9affe7b0f8
kstar_nI20_nJ40_nK50_nL5_tI3_tJ3_s1.txt,20,40,50,5,3,3,1,6,53119af4b442d0b48da7b26db57fd7f3
kstar_nI20_nJ40_nK50_nL5_tI3_tJ3_s2.txt,20,40,50,5,3,3,2,6,2bf1810eea546bcd82a29e9c57b92ff6
kstar_nI20_nJ40_nK50_nL5_tI3_tJ3_s3.txt,20,40,50,5,3,3,3,6,0955024d59a205e9f6f0fcb21117435a
kstar_nI20_nJ40_nK50_nL5_tI3_tJ3_s4.txt,20,40,50,5,3,3,4,6,9145f502f4e1168d6dbd0f97110a6d6b
kstar_nI20_nJ40_nK50_nL5_tI3_tJ3_s5.txt,20,40,50,5,3,3,5,6,3f42e39d8b2c70839ac800476090f250
kstar_nI20_nJ40_nK50_nL5_tI4_tJ4_s1.txt,20,40,50,5,4,4,1,8,975a4083fe99245713fcd5f24287d24e
kstar_nI20_nJ40_nK50_nL5_tI4_tJ4_s2.txt,20,40,50,5,4,4,2,8,a9819eade544f18d03916af47dd2bf85
kstar_nI20_nJ40_nK50_nL5_tI4_tJ4_s3.txt,20,40,50,5,4,4,3,8,12320b31ddf3e3412449b52e80f46bf4
kstar_nI20_nJ40_nK50_nL5_tI4_tJ4_s4.txt,20,40,50,5,4,4,4,8,bf8cc0ccf74e6ffb99bcc6bf0cbb9a92
kstar_nI20_nJ40_nK50_nL5_tI4_tJ4_s5.txt,20,40,50,5,4,4,5,8,f12029b5aea6eb878aec69bd1aa7c5c6
kstar_nI20_nJ40_nK50_nL5_tI5_tJ5_s1.txt,20,40,50,5,5,5,1,10,20827080fdf9b6e50f66d230bad3af47
kstar_nI20_nJ40_nK50_nL5_tI5_tJ5_s2.txt,20,40,50,5,5,5,2,10,ee807600685117337694c4fa155dacae
kstar_nI20_nJ40_nK50_nL5_tI5_tJ5_s3.txt,20,40,50,5,5,5,3,10,2ed3d02816fb4f913381cd66cc187868
kstar_nI20_nJ40_nK50_nL5_tI5_tJ5_s4.txt,20,40,50,5,5,5,4,10,7743da5d9e1c2954bf756124cf090c8a
kstar_nI20_nJ40_nK50_nL5_tI5_tJ5_s5.txt,20,40,50,5,5,5,5,10,02d2187ee5a61350445eaeaeb224905e
kstar_nI20_nJ40_nK50_nL5_tI6_tJ6_s1.txt,20,40,50,5,6,6,1,12,22ca3966fc0a6c4193ad76f5b429052c
kstar_nI20_nJ40_nK50_nL5_tI6_tJ6_s2.txt,20,40,50,5,6,6,2,12,14aa74cccad222539a0eb305ff9de56b
kstar_nI20_nJ40_nK50_nL5_tI6_tJ6_s3.txt,20,40,50,5,6,6,3,12,df7b97033297b9daa22c94aad3017cc6
kstar_nI20_nJ40_nK50_nL5_tI6_tJ6_s4.txt,20,40,50,5,6,6,4,12,4bde254ae0d7dc4772a9f6133ac4a51b
kstar_nI20_nJ40_nK50_nL5_tI6_tJ6_s5.txt,20,40,50,5,6,6,5,12,a2561b144154d2f0d6987caea05e3fc1
kstar_nI20_nJ40_nK50_nL10_tI2_tJ2_s1.txt,20,40,50,10,2,2,1,4,9719dd2e9be88c32a1eaea771e6e2549
kstar_nI20_nJ40_nK50_nL10_tI2_tJ2_s2.txt,20,40,50,10,2,2,2,4,e325ce5a404c18e09f80c7480f10e38f
kstar_nI20_nJ40_nK50_nL10_tI2_tJ2_s3.txt,20,40,50,10,2,2,3,4,7d2274c545380e99edc3f98c0317f137
kstar_nI20_nJ40_nK50_nL10_tI2_tJ2_s4.txt,20,40,50,10,2,2,4,4,d3bec7459565c3aca966af0c6a5b0989
kstar_nI20_nJ40_nK50_nL10_tI2_tJ2_s5.txt,20,40,50,10,2,2,5,4,f69ec7b97b3ff433c7faca0729f27885
kstar_nI20_nJ40_nK50_nL10_tI3_tJ3_s1.txt,20,40,50,10,3,3,1,6,ce4e13ed18a1bcefa798a9cfe5fc4915
kstar_nI20_nJ40_nK50_nL10_tI3_tJ3_s2.txt,20,40,50,10,3,3,2,6,1a21fad23cec873b173baf4a4dd3cfb3
kstar_nI20_nJ40_nK50_nL10_tI3_tJ3_s3.txt,20,40,50,10,3,3,3,6,2699c9fca7e7bb1c75aee0d08c096c13
kstar_nI20_nJ40_nK50_nL10_tI3_tJ3_s4.txt,20,40,50,10,3,3,4,6,fccfa4cb2e2a386889ee6aba320339a3
kstar_nI20_nJ40_nK50_nL10_tI3_tJ3_s5.txt,20,40,50,10,3,3,5,6,c2d6f02a409b10313fadefd7905055cd
kstar_nI20_nJ40_nK50_nL10_tI4_tJ4_s1.txt,20,40,50,10,4,4,1,8,2dc18d9d70e2a1636ef068036a18fcad
kstar_nI20_nJ40_nK50_nL10_tI4_tJ4_s2.txt,20,40,50,10,4,4,2,8,3f4ee6cfcfa1f9e88a2be1671cff522c
kstar_nI20_nJ40_nK50_nL10_tI4_tJ4_s3.txt,20,40,50,10,4,4,3,8,ea63f6f0a211227979efcef7bbce1a20
kstar_nI20_nJ40_nK50_nL10_tI4_tJ4_s4.txt,20,40,50,10,4,4,4,8,18977baae93d45eebb28af501672d079
kstar_nI20_nJ40_nK50_nL10_tI4_tJ4_s5.txt,20,40,50,10,4,4,5,8,fc049340e4fe8df9278e37bdcbc5c4ac
kstar_nI20_nJ40_nK50_nL10_tI5_tJ5_s1.txt,20,40,50,10,5,5,1,10,d0fad1a2d508dfc33e9be6dce511b0ce
kstar_nI20_nJ40_nK50_nL10_tI5_tJ5_s2.txt,20,40,50,10,5,5,2,10,07ca0502d6d21cff33c3e58a43b1ae76
kstar_nI20_nJ40_nK50_nL10_tI5_tJ5_s3.txt,20,40,50,10,5,5,3,10,db66c2f51674e527cdab134b07dc56eb
kstar_nI20_nJ40_nK50_nL10_tI5_tJ5_s4.txt,20,40,50,10,5,5,4,10,978421a5b6563892029389ec670c106c
kstar_nI20_nJ40_nK50_nL10_tI5_tJ5_s5.txt,20,40,50,10,5,5,5,10,8684164098ab71cb6d6d376ac4286d31
kstar_nI20_nJ40_nK50_nL10_tI6_tJ6_s1.txt,20,40,50,10,6,6,1,12,c29fc37003582e0580a7b0b6fba2ffcb
kstar_nI20_nJ40_nK50_nL10_tI6_tJ6_s2.txt,20,40,50,10,6,6,2,12,ad086c9c57d0fa6b15d09eddf6872bda
kstar_nI20_nJ40_nK50_nL10_tI6_tJ6_s3.txt,20,40,50,10,6,6,3,12,16aac2757cf6c0b37cbefccdf08264e9
kstar_nI20_nJ40_nK50_nL10_tI6_tJ6_s4.txt,20,40,50,10,6,6,4,12,fec6fbf30686e3a5db8adf7d2dcdbc66
kstar_nI20_nJ40_nK50_nL10_tI6_tJ6_s5.txt,20,40,50,10,6,6,5,12,837264dc5e629f6771a79effbf6bd0e1
kstar_nI20_nJ40_nK100_nL5_tI2_tJ2_s1.txt,20,40,100,5,2,2,1,4,0000124c9899096328f6bfc4e4fcc54c
kstar_nI20_nJ40_nK100_nL5_tI2_tJ2_s2.txt,20,40,100,5,2,2,2,4,1cc13e574ce9bcc7fd1fe7f7c644f96f
kstar_nI20_nJ40_nK100_nL5_tI2_tJ2_s3.txt,20,40,100,5,2,2,3,4,d678161a459741c3b82df264812e948c
kstar_nI20_nJ40_nK100_nL5_tI2_tJ2_s4.txt,20,40,100,5,2,2,4,4,46dc5f8cab422284242df30dbd942247
kstar_nI20_nJ40_nK100_nL5_tI2_tJ2_s5.txt,20,40,100,5,2,2,5,4,c386f6f5923d1fadfcb5050164402346
kstar_nI20_nJ40_nK100_nL5_tI3_tJ3_s1.txt,20,40,100,5,3,3,1,6,a8b5e7ced59dd199a09027ada3b80487
kstar_nI20_nJ40_nK100_nL5_tI3_tJ3_s2.txt,20,40,100,5,3,3,2,6,d3be23647d3739537de471d33822f434
kstar_nI20_nJ40_nK100_nL5_tI3_tJ3_s3.txt,20,40,100,5,3,3,3,6,a38d33f4ea87d0b0b16f8128bf510dea
kstar_nI20_nJ40_nK100_nL5_tI3_tJ3_s4.txt,20,40,100,5,3,3,4,6,7dc08c91c9b4cc80845bb7ba827efd19
kstar_nI20_nJ40_nK100_nL5_tI3_tJ3_s5.txt,20,40,100,5,3,3,5,6,16a1a9578238f57a06aee7beea900670
kstar_nI20_nJ40_nK100_nL5_tI4_tJ4_s1.txt,20,40,100,5,4,4,1,8,45a89eafe3bd3355613bbaf13c6ab3b0
kstar_nI20_nJ40_nK100_nL5_tI4_tJ4_s2.txt,20,40,100,5,4,4,2,8,706f1cec5c91daf02a2ba843a38e7507
kstar_nI20_nJ40_nK100_nL5_tI4_tJ4_s3.txt,20,40,100,5,4,4,3,8,b88ada73295ac3db2ce2424ad7073973
kstar_nI20_nJ40_nK100_nL5_tI4_tJ4_s4.txt,20,40,100,5,4,4,4,8,d4577c03c4cf80cbff68fc4d8d562af4
kstar_nI20_nJ40_nK100_nL5_tI4_tJ4_s5.txt,20,40,100,5,4,4,5,8,9ea24c146f5c52ec4c397560550bedfb
kstar_nI20_nJ40_nK100_nL5_tI5_tJ5_s1.txt,20,40,100,5,5,5,1,10,7d0c52993599761b3475d7e8f7ab963b
kstar_nI20_nJ40_nK100_nL5_tI5_tJ5_s2.txt,20,40,100,5,5,5,2,10,950d506749fc366b56fb85cc93771c72
kstar_nI20_nJ40_nK100_nL5_tI5_tJ5_s3.txt,20,40,100,5,5,5,3,10,4a1d80f4309a7f1864cfff2f586388cd
kstar_nI20_nJ40_nK100_nL5_tI5_tJ5_s4.txt,20,40,100,5,5,5,4,10,a49836c094177d9772a16b06f8f60b73
kstar_nI20_nJ40_nK100_nL5_tI5_tJ5_s5.txt,20,40,100,5,5,5,5,10,5a6cfa6e5cc02da88ac05aa72bc4049e
kstar_nI20_nJ40_nK100_nL5_tI6_tJ6_s1.txt,20,40,100,5,6,6,1,12,26726e71f03a0a75467b9be4ccc28f45
kstar_nI20_nJ40_nK100_nL5_tI6_tJ6_s2.txt,20,40,100,5,6,6,2,12,0daacb7a3141449d030abb995059f9d3
kstar_nI20_nJ40_nK100_nL5_tI6_tJ6_s3.txt,20,40,100,5,6,6,3,12,55da50dc375c3e1011528328fdc8ca51
kstar_nI20_nJ40_nK100_nL5_tI6_tJ6_s4.txt,20,40,100,5,6,6,4,12,411fdd2de8409718d04cead5a64447db
kstar_nI20_nJ40_nK100_nL5_tI6_tJ6_s5.txt,20,40,100,5,6,6,5,12,9695d86a046bac86ea0e1eeb89395c2e
kstar_nI20_nJ40_nK100_nL10_tI2_tJ2_s1.txt,20,40,100,10,2,2,1,4,a6e881949e33327b8470ba17fcc05ff2
kstar_nI20_nJ40_nK100_nL10_tI2_tJ2_s2.txt,20,40,100,10,2,2,2,4,166b3380fe2f7a0b4fd56df5b424e68e
kstar_nI20_nJ40_nK100_nL10_tI2_tJ2_s3.txt,20,40,100,10,2,2,3,4,f16b7c8cc82774ce666f1f7739951708
kstar_nI20_nJ40_nK100_nL10_tI2_tJ2_s4.txt,20,40,100,10,2,2,4,4,12fb769716c177cdeeb81e003089b7fd
kstar_nI20_nJ40_nK100_nL10_tI2_tJ2_s5.txt,20,40,100,10,2,2,5,4,12b07f1d4c493e0c5f326efce2d09f9e
kstar_nI20_nJ40_nK100_nL10_tI3_tJ3_s1.txt,20,40,100,10,3,3,1,6,33d0449029a6658170fce658443b9e11
kstar_nI20_nJ40_nK100_nL10_tI3_tJ3_s2.txt,20,40,100,10,3,3,2,6,4bf1add2ee35b4dc7b89947faf35c659
kstar_nI20_nJ40_nK100_nL10_tI3_tJ3_s3.txt,20,40,100,10,3,3,3,6,16a98ba78b2c6db28f2a22f14689ecd7
kstar_nI20_nJ40_nK100_nL10_tI3_tJ3_s4.txt,20,40,100,10,3,3,4,6,b9003964ff87da82680297c3dbc959a1
kstar_nI20_nJ40_nK100_nL10_tI3_tJ3_s5.txt,20,40,100,10,3,3,5,6,b8e7aa17a51c013749d6ef10164c0f2d
kstar_nI20_nJ40_nK100_nL10_tI4_tJ4_s1.txt,20,40,100,10,4,4,1,8,fb7dce4fb5992d46eebcd374f583bfb6
kstar_nI20_nJ40_nK100_nL10_tI4_tJ4_s2.txt,20,40,100,10,4,4,2,8,47d46bddd0ba725687d92c69973e8f63
kstar_nI20_nJ40_nK100_nL10_tI4_tJ4_s3.txt,20,40,100,10,4,4,3,8,c79fa0bf9801e08264912a632719349e
